r;R;A;V
4.7;88.65;16448.88009;38654.8682
5.99;28.26;6682.803888;20014.99765
6.9;64.15;17474.52938;60287.12635
7.98;50.78;15997.61809;63830.49617
1.69;70.86;4727.674735;3994.885151
2.84;14.73;1651.508539;2345.142126
8.97;52.81;18701.15145;83874.66424
1.02;17.12;689.3879196;351.587839
7.77;88.95;27285.17276;106002.8962
6.04;39.23;9354.379469;28250.226
5.03;15.41;3060.062949;7696.058316
7.51;50.98;15114.69907;56755.695
2.65;88.71;9280.645628;12296.85546
2.62;76.63;7926.105589;10383.19832
4.35;70.05;12029.76472;26164.73826
1.41;64.51;3590.921335;2531.599541
7.41;22.76;6658.098294;24668.25418
4.38;79.19;13693.176;29988.05544
7.81;70.15;21629.09987;84461.63499
4.33;77.96;13326.6031;28852.09571
3.99;20.16;3175.580747;6335.28359
4.26;46.4;7803.461937;16621.37393
1.38;63.85;3478.56181;2400.207649
5.05;88.25;17594.05029;44424.97697
1.5;25.5;1510.049473;1132.537105
1.97;86.23;6706.321182;6605.726364
1.03;13.53;550.1672799;283.3361491
6.64;71.36;18706.0744;62104.16702
8.45;73.95;24669.1749;104227.2639
5.3;14;2929.298586;7762.641254
5.35;41.2;8701.832808;23277.40276
7.7;43.66;13271.93339;51096.94354
1.06;38.4;1606.92951;851.6726404
1.44;55.08;3131.238588;2254.491783
6.16;82.03;19948.63391;61441.79245
6.79;14.91;3996.751572;13568.97159
6.92;36.8;10053.41591;34784.81906
4.31;31.46;5352.981287;11535.67467
1.48;19.32;1128.830082;835.3342604
5.57;54.51;11986.46479;33382.30443
2.01;40.2;3189.935099;3205.884775
1.79;21.45;1515.793583;1356.635257
2.69;66.82;7096.079755;9544.227271
3.32;76.68;10050.32081;16683.53254
4.06;24.47;3922.109728;7961.882748
8.26;68.3;22272.06512;91983.62894
4.58;22.52;4071.867157;9324.57579
8.78;32.97;11428.0781;50169.26287
5.18;50.71;10370.10388;26858.56906
3.23;48.86;6230.397014;10062.09118
8.51;58.69;19717.57068;83898.26325
4.12;42.99;6992.369952;14404.2821
3.76;24.15;3584.798232;6739.420676
5.89;87.07;20246.20248;59625.06632
7.74;70.23;21459.68614;83048.98535
3.98;82.67;12989.44952;25849.00454
2.12;32.23;2697.465527;2859.313458
5.16;84.25;17162.45249;44279.12741
8.67;75.19;25735.87384;111565.0131
7.7;18.64;5666.258322;21815.09454
8.59;16.56;5615.820696;24119.94989
1.03;50.99;2073.394649;1067.798244
1.05;62.26;2580.822594;1354.931862
8.05;42.24;13423.92529;54031.29931
4.31;41.57;7073.217803;15242.78437
8.95;81.08;28648.14539;128200.4506
6.69;20.2;5335.034398;17845.69006
4.64;30.13;5519.209112;12804.56514
7.29;67.94;19552.97331;71270.58773
4.99;55.12;10858.49139;27091.93601
7.97;19.15;6025.413226;24011.27171
8.54;53.94;18185.63832;77652.67563
8.11;88.39;28299.82336;114755.7837
2.69;17.9;1900.925286;2556.74451
1.24;29.74;1455.869293;902.6389617
6.61;36.1;9420.379487;31134.35421
1.63;19.88;1279.274435;1042.608665
7.75;11.73;3588.884248;13906.92646
4.95;55.96;10935.60063;27065.61157
6.22;50.03;12285.15455;38206.83064
4.91;84.08;16297.98568;40011.55484
1.1;76.21;3309.515226;1820.233374
8.16;18.47;5949.997605;24275.99023
4.54;72.92;13069.5986;29667.98882
3.99;20.4;3213.385279;6410.703632
2.15;47.08;3996.084387;4295.790716
8.11;19.13;6124.851464;24836.27269
5.33;30.48;6413.600559;17092.24549
1.65;17.09;1113.232159;918.416531
4.14;58.74;9600.503715;19873.04269
3.73;39.85;5868.091732;10943.99108
5.98;34.58;8163.678811;24409.39964
7.07;13.93;3888.035906;13744.20693
7.52;14.13;4194.881906;15772.75597
2.68;79.05;8363.660683;11207.30532
6.04;12.19;2906.70114;8778.237443
7.85;18.63;5773.540922;22661.14812
2.71;73.48;7861.36888;10652.15483
1.32;47.2;2459.66333;1623.377798
3.28;36.2;4687.509393;7687.515404
6.23;12.54;3084.219793;9607.344654
7.98;34.82;10969.61524;43768.7648
4.82;80.12;15245.71214;36742.16627
4.7;74.16;13760.28141;32336.66132
4.46;19.18;3377.094381;7530.920471
4.86;73.48;14098.24825;34258.74325
1;72.86;2876.397507;1438.198753
7.72;60.47;18429.64652;71138.43559
1.62;49.26;3150.425099;2551.84433
5.54;84.72;18529.14793;51325.73976
6.18;24.37;5945.710249;18372.24467
5.83;44.23;10179.94029;29674.52596
8.26;49.25;16060.01767;66327.87299
3.88;78.02;11950.81183;23184.57495
7.82;58.52;18066.36613;70639.49155
8.89;83.93;29456.33571;130933.4122
1.08;34.17;1456.895732;786.7236952
2.09;28.7;2368.033923;2474.59545
3.58;22.11;3124.866771;5593.511521
7.38;54.55;15893.18188;58645.84114
4.19;26.55;4391.756827;9200.730553
7.19;10.85;3079.770575;11071.77522
6.04;12.64;3014.003479;9102.290507
3.88;32.3;4947.593208;9598.330823
7.95;56.2;17638.5622;70113.28475
6.12;49.19;11884.69338;36367.16173
5.16;16.84;3430.453411;8850.5698
1.28;26.17;1322.432242;846.3566346
2.31;15.89;1449.090849;1673.69993
4.63;30.17;5514.625668;12766.35842
5.7;76.65;17248.31804;49157.70642
2.67;54.92;5788.973035;7728.279002
3.53;13.31;1854.865816;3273.838166
5.84;64.13;14785.42538;43173.44211
2.23;72.91;6418.768283;7156.926636
4.83;32.07;6115.131878;14768.04349
3.43;60.49;8191.009719;14047.58167
1.56;88.75;5465.786917;4263.313796
1.41;77.53;4315.674021;3042.550185
5.12;22.92;4632.808097;11859.98873
1.24;37.07;1814.696526;1125.111846
8.69;83.15;28526.05838;123945.7237
6.15;51.41;12481.95051;38381.99782
8.76;43.36;14995.22948;65679.10513
7.52;89.01;26425.08411;99358.31626
4.28;51;8617.348995;18441.12685
8.82;23.03;8019.037785;35363.95663
6.58;12.74;3309.444165;10888.0713
1.95;28.77;2214.798445;2159.428484
6.41;61.33;15519.96476;49741.48707
6.62;45.47;11883.45375;39334.23192
1.33;31.04;1629.79541;1083.813947
1.4;51.33;2836.998046;1985.898632
5.3;52.09;10899.0831;28882.57021
5.3;85.1;17805.95069;47185.76933
6.2;47;11504.01089;35662.43376
7.52;89.96;26707.11793;100418.7634
3.53;31.52;4392.589822;7752.921035
1.95;31.4;2417.26351;2356.831922
8.56;16.66;5630.001343;24096.40575
8.97;16.71;5917.368693;26539.39859
8.16;10.08;3247.210388;13248.61838
4.38;22.89;3958.035088;8668.096842
7.16;85.83;24261.17729;86855.01471
3.31;87.35;11414.33566;18890.72552
3.72;66.93;9829.320624;18282.53636
7.47;50.16;14792.37358;55249.51532
5.06;41.37;8264.10401;20908.18314
2.78;15.38;1687.955014;2346.25747
2.51;58.07;5754.204393;7221.526513
2.76;39.32;4284.324209;5912.367409
5.35;73.27;15475.32257;41396.48787
6.9;11.5;3132.612437;10807.51291
6.69;41.57;10979.07821;36725.01663
7.09;20.98;5872.343557;20817.45791
1.66;78.4;5137.879181;4264.43972
2.35;80.19;7439.569623;8741.494307
1.33;78.38;4115.443435;2736.769884
1.15;89.34;4056.052103;2332.229959
2.55;54.47;5483.492988;6991.453559
7.97;13.44;4228.801763;16851.77502
7.05;81.84;22777.94156;80292.24401
2.73;86.85;9360.352553;12776.88124
6.59;34.63;9009.436795;29686.09424
7.92;70.46;22030.66249;87241.42346
8.43;40;13312.12242;56110.59598
3.79;27.71;4146.058947;7856.781705
2.43;77.58;7442.4476;9042.573834
3.4;27.41;3679.15165;6254.557805
7.71;58.61;17839.62973;68771.77261
3.04;82.5;9901.187135;15049.80445
7.07;67.44;18823.3411;66540.51078
8.84;62.27;21731.55821;96053.48728
8.78;76.01;26346.6247;115661.6825
6.81;16.64;4473.631117;15232.71395
1.89;32.05;2391.385407;2259.85921
2.71;74.18;7936.259438;10753.63154
5.38;22.85;4853.200311;13055.10884
4.9;83.66;16183.54564;39649.68682
1.57;55.26;3425.07645;2688.685013
7.94;15.72;4927.569754;19562.45193
3.29;85.43;11095.9896;18252.90289
3.14;66.51;8244.728002;12944.22296
7.53;73.7;21908.98211;82487.31765
4.3;45.07;7650.95681;16449.55714
1;28.69;1132.635801;566.3179005
5;81.02;15992.70697;39981.76743
4.93;59.95;11667.9845;28761.58179
8.2;46.09;14920.39419;61173.61619
1.79;14.48;1023.249002;915.8078564
1.82;68.21;4900.937614;4459.853229
6.74;42.53;11316.57526;38136.85862
7.33;67.85;19634.21595;71959.40146
3.5;24.91;3441.925839;6023.370218
3.49;48.22;6643.736046;11593.3194
1.2;68.5;3245.125927;1947.075556
7.9;70.24;21906.41601;86530.34326
7.86;40.77;12650.94577;49718.21689
2.08;87.19;7159.61632;7446.000973
3.1;57.45;7030.908783;10897.90861
5.35;23.27;4914.84586;13147.21268
5.99;13.89;3284.647771;9837.520074
2.74;68.92;7455.135963;10213.53627
6.11;69.93;16868.03429;51531.84476
2.58;70.91;7222.489648;9317.011646
2.1;11.92;988.2237495;1037.634937
3.21;56.75;7191.684639;11542.65385
2.73;74.54;8033.629008;10965.9036
4;56.41;8907.910148;17815.8203
4.51;89;15846.24204;35733.27581
2.03;61.04;4891.818099;4965.195371
8.94;17.5;6176.398434;27608.501
1.83;60.95;4403.363482;4029.077586
4.25;64.62;10842.15522;23039.57984
2.1;32.38;2684.45344;2818.676112
1.6;25.09;1584.821596;1267.857277
7.83;17.45;5394.074372;21117.80117
4.66;14.66;2696.991786;6283.990861
1.62;60.75;3885.268469;3147.06746
8.67;28.22;9659.081791;41872.11957
2.21;65.08;5678.054473;6274.250193
7.14;55.58;15666.66262;55929.98554
1.06;62.1;2598.706317;1377.314348
7.19;28.44;8072.688954;29021.31679
7.83;37.1;11468.20397;44898.01852
4.63;55.66;10173.81719;23552.3868
3.72;73.92;10855.87002;20191.91824
2.11;70.3;5855.952119;6178.029485
4.53;27.91;4991.347138;11305.40127
2.76;43.12;4698.373853;6483.755917
8.95;51.89;18334.38905;82046.391
5.79;86.57;19788.17388;57286.76339
5.55;43.09;9441.243831;26199.45163
3.13;78.46;9695.1019;15172.83447
6.78;60.1;16086.58665;54533.52874
3.93;23.24;3605.690211;7085.181264
2.19;89.46;7734.508933;8469.287282
4.39;56.84;9850.954797;21622.84578
3.03;85.22;10193.98277;15443.88389
8.19;77.08;24922.14075;102056.1664
1.89;40.76;3041.27517;2874.005036
6.29;16.49;4094.784379;12878.09687
5.84;21.15;4876.216229;14238.55139
8.89;25.74;9033.791031;40155.20113
8.2;29.28;9478.610153;38862.30163
3.54;58.78;8214.716509;14540.04822
8.69;25.27;8669.314436;37668.17122
2.11;39.98;3330.312457;3513.479642
7.43;57.58;16889.63293;62744.98634
5.01;48.35;9562.995271;23955.30315
3.75;53.43;7909.994447;14831.23959
8.52;47.23;15886.09945;67674.78367
8.45;34.58;11535.6331;48738.04986
4.18;55.38;9138.795726;19100.08307
1.68;25.79;1710.489295;1436.811008
4.22;62.52;10415.76462;21977.26335
7.58;73.13;21883.88963;82939.9417
1.54;42.8;2602.101461;2003.618125
1.13;79.62;3551.896919;2006.821759
5.16;39.61;8068.899026;20817.75949
6.47;81.99;20942.32542;67748.42274
5.67;59.56;13332.06691;37796.4097
7.42;45.47;13319.52067;49415.42169
7.76;50.32;15415.65884;59812.75629
4.24;29.15;4879.374502;10344.27394
6.03;61.41;14618.94884;44076.13075
6.8;61.18;16423.96921;55841.4953
2.47;26.45;2579.18424;3185.292536
2.89;14.26;1626.960859;2350.958442
7.47;14.85;4379.321126;16356.7644
3.04;70.11;8414.208849;12789.59745
3.12;28.52;3512.884347;5480.099581
4.22;56.58;9426.167023;19889.21242
5.85;15.79;3646.680652;10666.54091
7.7;81.96;24914.51352;95920.87706
7.4;84.18;24592.36964;90991.76765
5.25;45.14;9355.792796;24558.95609
3.67;88.94;12886.14239;23646.07129
2.47;79.96;7797.034851;9629.338041
3.57;65.93;9292.039099;16586.28979
5.28;71.75;14956.00373;39483.84983
4.52;87.24;15567.31913;35182.14123
3.07;84.16;10200.08613;15657.13221
8.12;34.66;11110.77427;45109.74353
6.44;50.84;12925.61292;41620.47359
2.66;66.68;7002.239556;9312.97861
2.74;16.83;1820.515645;2494.106434
8.83;84.45;29438.7994;129972.2993
7.36;29.67;8620.949426;31725.09389
1.08;78.75;3357.639417;1813.125285
6.25;15.58;3844.210914;12013.15911
5.94;12.91;3027.418245;8991.432189
6.7;70.51;18650.27561;62478.42329
1.2;20.8;985.3813034;591.228782
3.93;44.96;6975.552146;13706.95997
4.22;29.76;4957.983927;10461.34609
5.19;58.18;11920.674;30934.14904
4.64;60.08;11005.44585;25532.63437
2.69;34.99;3715.831048;4997.79276
5.82;22.36;5137.531771;14950.21745
7.98;64.19;20222.27462;80686.87572
6.42;68.31;17313.26794;55575.59007
6.79;12.01;3219.382051;10929.80206
3.69;17.09;2489.591919;4593.29709
5.45;85.72;18443.29027;50257.96597
6.55;64.07;16567.45351;54258.41026
6.15;40.45;9820.947251;30199.4128
7.59;44.3;13274.1047;50375.22734
4.41;19.06;3318.3426;7316.945434
2.76;15.72;1712.858;2363.74404
7.86;82.12;25481.86576;100143.7324
2.38;57.71;5422.352762;6452.599787
7.8;45.88;14127.90444;55098.82731
2.62;27.58;2852.694665;3737.030011
6.91;64.81;17679.90005;61084.05468
5.78;31.93;7285.955152;21056.41039
4.67;47.63;8781.267332;20504.25922
1.45;82.33;4712.874276;3416.83385
7.95;85.46;26821.91327;106617.1052
1.22;67.7;3260.680424;1989.015058
5.87;18.88;4375.219318;12841.2687
4.1;31.47;5093.781788;10442.25267
6.06;39.9;9545.644506;28923.30285
6.73;60.31;16023.74885;53919.91488
4.56;32.64;5875.904511;13397.06228
2.88;22.05;2507.037432;3610.133901
6.88;16.72;4541.344499;15622.22508
3.81;25.76;3874.632983;7381.175832
4.49;24.8;4396.000757;9869.0217
2.14;11.17;943.6841987;1009.742093
5.41;15.02;3207.945153;8677.49164
3.15;59.74;7429.088103;11700.81376
6.45;22.27;5670.739122;18288.13367
1.41;82.88;4613.479464;3252.503022
5.51;64.96;14130.49422;38929.51158
1.19;30.97;1454.949446;865.6949203
3.95;80.64;12574.9814;24835.58827
1.63;69.6;4478.74752;3650.179229
1.44;14.78;840.2270576;604.9634814
4.5;81.63;14501.80453;32629.06019
4.17;84.88;13973.37012;29134.4767
6.29;17.32;4300.889353;13526.29702
6.1;30.65;7381.082347;22512.30116
8.07;69.72;22212.15267;89626.03603
1.28;52.71;2663.561462;1704.679335
6.07;68.59;16436.49571;49884.76447
3.49;46.93;6466.000262;11283.17046
7.98;46.81;14746.91813;58840.20334
4.57;79.71;14380.98873;32860.55925
5.49;55.55;12039.71328;33049.01295
1.87;41.24;3044.528192;2846.633859
4.91;50.15;9721.027376;23865.12221
7.78;59.49;18271.88287;71077.62437
1.58;55.87;3484.941523;2753.103803
3.63;12.87;1844.356661;3347.507341
4.91;86.04;16677.91018;40944.26949
5.49;23.46;5084.638587;13957.33292
4.6;49.75;9034.635869;20779.6625
4.11;42.36;6873.176714;14124.37815
3.62;77.84;11124.2601;20134.91077
2.4;46.93;4446.533132;5335.839758
1.17;58.78;2715.033423;1588.294552
4.16;55.82;9167.330726;19068.04791
6.18;84.95;20725.81394;64042.76506
1.8;34.27;2435.265668;2191.739102
4.93;58.52;11389.6656;28075.52571
3.38;50.22;6701.208726;11325.04275
4.34;39.09;6697.537234;14533.6558
7.24;35.88;10255.35592;37124.38841
2.6;55.27;5673.127567;7375.065837
8.16;89.45;28815.77075;117568.3447
1.45;10.97;627.9634496;455.273501
7.89;53.49;16661.3174;65728.89714
7.81;54.37;16763.70862;65462.28218
1.68;37.77;2505.047719;2104.240084
7.15;27.17;7669.294535;27417.72796
7.39;74.1;21618.342;79879.7737
4.88;34.71;6687.04387;16316.38704
1.43;13.21;745.7591521;533.2177937
5.7;75.27;16937.78081;48272.67531
3.71;24.06;3523.946199;6536.9202
4;26.45;4176.816583;8353.633165
1.07;47.69;2014.516537;1077.766347
4.03;73.5;11693.70469;23562.81494
8.43;88.21;29356.55796;123737.8918
3.74;34.68;5120.477094;9575.292166
7.82;80.23;24768.70394;96845.63239
6.91;64.4;17568.05375;60697.6257
5.81;84.65;19416.13717;56403.87848
2.28;23.21;2089.150486;2381.631553
1.11;35.38;1550.38852;860.4656289
3.88;67.41;10325.61171;20031.68671
8.87;39.37;13786.33322;61142.38783
8.33;22.65;7448.570702;31023.29698
6.06;20.43;4887.657074;14809.60093
5.53;45.56;9946.460984;27501.96462
3.15;45.9;5707.987009;8990.07954
1.69;39.07;2606.692801;2202.655417
3.36;71.09;9429.909577;15842.24809
6.79;59.46;15938.75577;54112.07583
2.25;83.95;7456.979605;8389.102056
8.78;20.21;7005.200438;30752.82992
6.82;15.68;4221.72723;14396.08986
1.84;28.49;2069.521816;1903.960071
8.03;42.14;13358.87276;53635.87412
1.83;83.52;6033.944512;5521.059229
6.77;36.95;9875.585381;33428.85652
7.06;75.55;21057.11682;74331.62236
7.81;79.65;24558.20106;95899.77516
3.12;63.93;7874.428341;12284.10821
3.78;76.53;11420.45087;21584.65215
2.61;33.21;3421.914229;4465.598069
5.78;32.99;7527.831521;21755.4331
3.91;61.16;9440.695081;18456.55888
4.31;58.2;9902.845229;21340.63147
4.1;12.9;2088.013507;4280.42769
5.97;37.04;8729.815111;26058.49811
1.43;14.8;835.5212302;597.3976796
5.39;20.57;4377.06296;11796.18468
7.38;22.46;6543.737214;24146.39032
2.83;56.97;6364.911826;9006.350234
5.21;59.29;12194.91873;31767.76329
2.51;36.33;3599.969788;4517.962084
2.65;49.29;5156.61169;6832.510489
6.03;58.98;14040.47553;42332.03373
2.81;45.81;5081.902732;7140.073339
1.84;26.97;1959.108578;1802.379892
3.64;43.56;6259.63473;11392.53521
8.9;89.87;31576.53597;140515.5851
5.41;88.7;18944.38982;51244.57446
3.73;26.4;3887.518738;7250.222447
8.6;19.11;6488.12002;27898.91608
2.5;18.39;1815.020249;2268.775312
5.06;26.12;5217.751915;13200.91235
4.19;69.94;11569.09501;24237.25404
2.44;77.54;7469.221863;9112.450672
6.17;45.28;11029.38556;34025.65446
1.58;88.92;5546.465012;4381.707359
4.27;81.15;13679.68622;29206.13009
7.7;49.07;14916.48583;57428.47044
7.99;30.69;9680.625164;38674.09753
8.71;74.63;25662.0492;111758.2243
5.37;52.98;11231.71245;30157.14793
7.38;63.68;18553.21397;68461.35956
2.58;59.43;6053.202084;7808.630689
8.63;70.81;24124.87806;104098.8488
5.29;18.18;3796.726274;10042.34099
3.44;12.45;1690.781669;2908.144471
2.41;20.14;1916.179747;2308.996595
6.77;40.59;10848.44413;36721.98338
1.28;65.23;3296.226791;2109.585146
7.32;27.14;7842.971938;28705.27729
2.9;26.43;3025.902274;4387.558297
8.29;60.23;19711.83842;81705.57023
5.57;87.96;19341.94538;53867.31789
1.03;46.11;1874.960331;965.6045704
2.58;23.14;2356.908905;3040.412488
2.84;19.58;2195.284263;3117.303654
3.87;17.6;2688.95398;5203.125951
2.49;83.39;8197.342058;10205.69086
1.42;42.21;2366.26529;1680.048356
4.96;65.53;12831.6227;31822.4243
1.35;40.36;2151.021062;1451.939217
7.99;18.53;5844.965275;23350.63627
6.74;88.3;23495.26441;79179.04106
5.32;29.72;6241.948399;16603.58274
4.06;82.78;13268.17504;26934.39533
7.45;59.06;17370.38531;64704.68528
8.03;42.06;13333.51182;53534.04997
5.1;62.13;12509.24984;31898.58709
4.78;76.61;14456.83072;34551.82541
1.16;78.33;3587.119563;2080.529347
5.01;37.68;7452.609344;18668.78641
1.6;74.35;4696.352558;3757.082047
5.31;77.18;16179.27408;42955.97268
1.28;72.64;3670.671686;2349.229879
3.11;17.07;2095.81839;3258.997597
5.45;41.21;8866.635463;24161.58164
3;10.26;1215.145694;1822.718541
1.13;12.89;575.0307873;324.8923948
3.24;34.55;4419.293023;7159.254698
5.21;55.16;11345.44977;29554.89666
6.73;20.39;5417.414012;18229.59815
8.14;51.57;16572.24225;67449.02594
1.54;89.17;5421.247367;4174.360472
8.19;20.24;6544.163581;26798.34987
2.01;60.19;4776.173971;4800.054841
2.35;32.45;3010.52543;3537.367381
7.51;68.73;20377.27083;76516.65197
4.93;53.85;10480.75004;25835.04886
2.95;46.62;5429.427295;8008.40526
7.09;77.52;21698.00155;76919.4155
6.32;83.02;20713.78881;65455.57264
4.7;53.11;9854.484167;23158.03779
4.56;81.41;14655.55718;33414.67036
8.65;26.75;9134.812353;39508.06343
5.22;13.17;2714.038566;7083.640658
5.8;64.57;14784.90426;42876.22236
7.18;33.79;9577.945748;34384.82523
6.82;33.26;8955.015796;30536.60386
5.35;11.9;2513.393457;6723.327497
2.2;43.24;3755.50291;4131.053201
5.93;29.97;7016.187281;20802.99529
7.59;21.24;6364.378867;24152.8178
5.05;28.47;5675.950273;14331.77444
7.96;67.8;21306.02824;84797.9924
8.25;68.01;22150.64925;91371.42814
6.38;52.49;13220.77725;42174.27944
1.95;11.02;848.3517159;827.142923
2.35;57.17;5303.905666;6232.089157
2.31;35.48;3235.603733;3737.122311
2.37;46.31;4332.941881;5134.536129
2.58;74.57;7595.27645;9797.90662
1.37;44.3;2395.984643;1641.24948
7.85;49.96;15482.88269;60770.31454
1.91;34.22;2580.31727;2464.202993
4.48;56.15;9930.874905;22245.15979
5.66;13.1;2927.166752;8283.881907
5.77;60.33;13742.59903;39647.3982
5.5;13.49;2929.101194;8055.028284
4.45;59.04;10372.0857;23077.89068
1.95;77.65;5977.723298;5828.280215
2.79;10.1;1112.46233;1551.88495
6.86;72.31;19583.13483;67170.15245
7.24;74.04;21162.38997;76607.85167
3.8;76.91;11537.88337;21921.97841
6.65;40.64;10669.27923;35475.35343
6.26;41.9;10354.95207;32410.99997
3.52;11.14;1548.059294;2724.584357
4.25;16.48;2765.068369;5875.770284
3.51;16.11;2232.35055;3917.775215
6.82;61.47;16550.35541;56436.71195
7.39;22.15;6462.16296;23877.69214
7.03;47.51;13185.60593;46347.40485
2.77;50.03;5471.041495;7577.39247
3.47;20.09;2752.131292;4774.947791
7;40.25;11123.04416;38930.65456
5.29;46.25;9658.888347;25547.75968
4.87;39.38;7571.194615;18435.85889
8.86;50.08;17516.9213;77599.96136
5.11;65.91;13296.335;33972.13592
7.52;15.76;4678.792558;17592.26002
8.78;77.66;26918.54854;118172.4281
3.17;16.09;2013.608533;3191.569525
2.49;20.23;1988.634486;2475.849936
4.21;53.08;8822.115651;18570.55345
4.13;55.56;9058.828243;18706.48032
6.19;46.26;11304.62119;34987.8026
2.55;64.24;6467.038545;8245.474144
2.83;73.67;8230.701321;11646.44237
4.89;27.98;5401.523949;13206.72606
1;81.74;3226.965855;1613.482927
8;24.67;7791.460498;31165.84199
8.42;45.82;15230.94722;64122.28778
8.46;71.97;24037.07411;101676.8235
4.01;41.89;6631.541163;13296.24003
7.94;13.72;4300.652483;17073.59036
5.73;56.51;12783.20242;36623.87494
3.9;40.49;6234.076402;12156.44898
1.67;84.26;5555.17395;4638.570249
2.36;54.18;5047.899971;5956.521966
7.96;11.31;3554.147189;14145.50581
6.75;80.62;21483.56268;72507.02406
6.09;42.68;10261.27768;31245.59053
7.24;45.27;12939.24087;46840.05194
1.18;35.14;1636.980482;965.8184842
3.19;76.61;9647.968617;15388.50994
6.6;36.01;9382.677598;30962.83607
8.24;27.83;9053.159142;37299.01567
6.81;60.29;16208.84736;55191.12526
4.15;76.05;12459.68468;25853.84572
6.03;69.72;16597.18471;50040.5119
3.08;25.83;3140.760782;4836.771605
3.43;35.85;4854.48336;8325.438962
1.38;49.82;2714.204376;1872.801019
1.07;12.19;514.9288443;275.4869317
1.59;81.12;5091.957885;4048.106519
6.59;18.81;4893.661742;16124.61544
4.42;78.46;13690.84677;30256.77137
8.05;65.55;20831.87271;83848.28764
7.5;50.89;15067.92504;56504.7189
6.11;43.04;10381.81318;31716.43927
6.84;25.41;6861.522685;23466.40758
5.62;14.11;3130.567455;8796.894548
6.28;23.56;5841.100338;18341.05506
5.01;74.8;14794.45804;37060.11739
5.35;36.18;7641.560947;20441.17553
1;14.6;576.384897;288.1924485
2.76;37.16;4048.969675;5587.578151
4.26;21.7;3649.46388;7773.358065
1.17;34.66;1600.936686;936.5479615
6.27;44.95;11126.45904;34881.4491
7.12;13.7;3850.882767;13709.14265
2.97;74.3;8711.741891;12936.93671
2.55;74;7449.577402;9498.211187
1.46;87.67;5053.166392;3688.811466
1.53;78.34;4731.89103;3619.896638
1.88;37.91;2813.658405;2644.838901
4.04;58.72;9365.417634;18918.14362
8.66;22.1;7555.616432;32715.81915
4.99;77.68;15302.75056;38180.36265
8.73;78.32;26992.72059;117823.2254
3.22;62.81;7984.438899;12854.94663
8.41;43.21;14346.30299;60326.20408
5.45;52.69;11336.64214;30892.34983
7.36;85.2;24755.81028;91101.38185
6.25;72.72;17942.9408;56071.69
5.75;16.09;3652.444501;10500.77794
7.42;43.01;12598.91322;46741.96804
4.16;11.36;1865.655268;3880.562957
8.59;37.51;12720.37647;54634.01693
8.7;53.05;18220.67147;79259.92089
4.23;73.92;12344.17478;26107.92966
7.09;69.8;19537.15826;69259.22603
4.2;67.73;11230.26754;23583.56184
4.99;24.13;4753.544942;11860.09463
8;42.45;13406.87062;53627.48247
8.05;15.58;4951.343658;19929.15822
1.69;83.64;5580.337494;4715.385182
8.55;68.06;22973.00442;98209.59391
3.29;28.23;3666.625148;6031.598369
3.12;62.45;7692.1328;11999.72717
6.7;83.41;22062.39524;73909.02406
3.62;86.54;12367.59338;22385.34402
7.03;57;15819.39672;55605.17946
3.72;88.84;13047.01695;24267.45152
8.95;33.84;11956.74938;53506.45349
7.53;53.52;15910.02337;59901.238
4.05;83.28;13315.4386;26963.76317
2.12;76.95;6440.272177;6826.688508
3.31;87.12;11384.28074;18840.98463
8.63;31.04;10575.28901;45632.37208
1.89;89.35;6666.779598;6300.106721
1.05;48.02;1990.541294;1045.034179
6.43;16.16;4102.154999;13188.42832
4.83;26.73;5096.896635;12309.00537
2.87;55.82;6324.576727;9075.767603
3.82;32.45;4893.705168;9346.976871
6.08;38.69;9286.713461;28231.60892
2.77;68.8;7523.638913;10420.2399
1.36;56.67;3042.649019;2069.001333
1.61;46.08;2928.856428;2357.729425
3.4;68.5;9194.52346;15630.68988
7.48;86.22;25460.64216;95222.80168
2.55;36.94;3718.748503;4741.404341
5.86;48.38;11192.39984;32793.73154
3.19;61.51;7746.332719;12355.40069
1.52;34.88;2093.050953;1590.718724
6.72;15.03;3987.383344;13397.60803
6.36;41.87;10512.83415;33430.81261
5.04;27.51;5473.698392;13793.71995
6.94;57.61;15784.00037;54770.48128
2.55;22.58;2273.127807;2898.237954
2.1;41.37;3429.766486;3601.254811
5.78;19.25;4392.566135;12694.51613
7.8;33.88;10432.72455;40687.62574
1.23;30.06;1459.667117;897.6952768
2.57;73.83;7490.757339;9625.623181
5.15;19.98;4062.210736;10460.19265
7.72;72.4;22065.59299;85173.18896
4.81;81.79;15531.20032;37352.53677
2.21;60.61;5288.059029;5843.305227
5.19;64.59;13234.03805;34342.32875
1.29;45.37;2310.565191;1490.314548
7.7;64.32;19552.23902;75276.12021
7.08;27.03;7555.079525;26744.98152
7.77;42.36;12993.81583;50480.9745
4.17;54.51;8973.708827;18710.1829
3.93;87.4;13560.12584;26645.64727
3.18;11.01;1382.210461;2197.714634
5.55;56.32;12340.00586;34243.51626
6.13;86.38;20904.19322;64071.35222
3.37;48.97;6515.079831;10977.90952
5.82;70.27;16145.54372;46983.53222
1.28;27.01;1364.879436;873.5228391
1.96;77.91;6028.49649;5907.926561
1.52;79.59;4775.972631;3629.739199
6.21;52.75;12932.24134;40154.60937
2.37;75.72;7084.654701;8395.315821
7.6;78.94;23684.83977;90002.39113
3.33;38.04;5000.857489;8326.427719
4;34.18;5397.489255;10794.97851
