r;R;A;V;V2
3.97;25.86;4053.020161;8045.245019;
4.76;69.39;13039.57921;31034.19853;
2.39;45.92;4332.708958;5177.587205;
8.38;46.38;15343.85549;64290.75451;
7.56;53.59;15994.3019;60458.46118;
2.03;73.57;5895.987182;5984.42699;
2.22;15.76;1381.239292;1533.175615;
5.9;62.28;14506.42351;42793.94934;
5.41;50.57;10800.65156;29215.76247;
3.44;32.08;4356.64867;7493.435713;
1.72;66.34;4504.676945;3874.022173;
3.34;38.19;5035.653766;8409.541789;
1.1;57.17;2482.679248;1365.473586;
3.28;16.66;2157.290234;3537.955984;
7.25;51.88;14849.01721;53827.6874;
1.84;51;3704.654708;3408.282331;
5.07;58.22;11653.05771;29540.50129;
6.39;40.88;10312.67858;32949.00806;
5.07;47.42;9491.377473;24060.6419;
6.22;79.55;19533.96051;60750.61718;
8.59;54.6;18515.93055;79525.92173;
1.72;82.59;5608.098717;4822.964897;
7.11;89.9;25234.17027;89707.47531;
7.43;32.31;9477.319209;35208.24086;
7.79;41.05;12624.38864;49171.99376;
4.11;66.48;10786.79858;22166.87109;
6.9;72.65;19789.93857;68275.28806;
6.85;67.82;18340.37003;62815.76736;
1.2;58.34;2763.80506;1658.283036;
8;12.75;4026.798596;16107.19438;
7.2;17.49;4971.438172;17897.17742;
2.53;70.59;7050.557192;8918.954847;
5.77;35.56;8100.229098;23369.16095;
6.28;59.09;14649.85649;46000.54939;
4.51;77.02;13713.23103;30923.33598;
2.34;39.29;3629.590445;4246.62082;
2.52;54.24;5396.099615;6799.085514;
1.13;88.84;3963.206761;2239.21182;
4.51;23.4;4166.315323;9395.041054;
4.43;70.18;12273.73739;27186.32832;
4.54;77.15;13827.75003;31388.99256;
2.29;64.53;5833.87184;6679.783256;
1.87;51.84;3827.069385;3578.309875;
2.54;60.17;6033.557624;7662.618182;
3.04;58.77;7053.245672;10720.93342;
5.83;25.15;5788.503242;16873.48695;
7.25;65.27;18681.4833;67720.37696;
5.8;35.78;8192.719135;23758.88549;
1.51;36.32;2165.122752;1634.667678;
6.33;84.12;21021.45201;66532.89563;
6.16;12.77;3105.49866;9564.935872;
3.47;66.78;9148.199485;15872.12611;
5.94;75.52;17709.57598;52597.44066;
2.56;38.84;3925.354854;5024.454213;
8.97;80.99;28680.29266;128631.1126;
4.18;38.72;6389.566098;13354.19314;
6.11;87.42;21086.85196;64420.33274;
3.77;50.46;7510.14519;14156.62368;
1.75;52.09;3598.753853;3148.909621;
4.9;59.42;11494.45711;28161.41993;
7.17;87.1;24654.54814;88386.55509;
6.62;31.36;8195.845826;27128.24968;
1.5;89.26;5285.765333;3964.324;
2.15;82.68;7017.76247;7544.094655;
5.54;35.53;7770.781703;21525.06532;
5.06;40.33;8056.352785;20382.57255;
8.01;58.01;18344.04547;73467.90211;
2.84;68.11;7636.405065;10843.69519;
5.33;52.65;11078.6112;29524.49885;
2.77;14.44;1579.08933;2187.038722;
6.64;28.17;7384.390639;24516.17692;
8.55;51.35;17332.70316;74097.30601;
1.62;52.19;3337.813356;2703.628818;
1.04;33.43;1372.554041;713.7281011;
1.25;18.98;936.6254577;585.390911;
6.78;73.1;19566.21438;66329.46674;
8.03;82.57;26175.65552;105095.2569;
4.83;70.29;13402.95041;32368.12524;
1;33.67;1329.238321;664.6191604;
5.99;20.48;4843.022775;14504.85321;
3.21;33.94;4301.070954;6903.218881;
7.21;83.34;23721.84684;85517.25786;
4.34;10.65;1824.73194;3959.66831;
3.5;64.81;8955.086857;15671.402;
3.34;39.88;5258.493642;8781.684382;
5.07;64.08;12825.96939;32513.8324;
3.42;57.84;7809.336326;13353.96512;
6.05;61.79;14758.19711;44643.54627;
8.2;44.3;14340.92998;58797.81291;
7.28;78.02;22423.17271;81620.34866;
5.8;85.35;19543.00107;56674.70309;
1.34;21.35;1129.438049;756.723493;
6;88.43;20946.45881;62839.37644;
6.78;27.1;7253.685494;24589.99382;
3.46;41.13;5618.165714;9719.426685;
8.86;52.48;18356.39037;81318.80935;
7.69;27.93;8479.241646;32602.68413;
7.09;35.01;9799.368348;34738.76079;
2.32;35.7;3269.76046;3792.922133;
6.89;37.86;10298.15842;35477.15574;
7.34;88.58;25667.96702;94201.43896;
5.07;88.2;17653.72191;44752.18505;
2.9;53.67;6144.539351;8909.582059;
4.36;22.87;3936.51935;8581.612184;
7.22;76.43;21785.162;78644.43483;
8.88;71.51;25069.14259;111306.9931;
5.56;27.61;6060.395052;16847.89824;
6.9;52.19;14216.61244;49047.31292;
6.04;85.47;20380.29093;61548.47861;
8.26;60.28;19656.80945;81182.62302;
2.81;50.2;5568.904544;7824.310884;
6.6;68.86;17941.99332;59208.57795;
4.09;52.69;8507.681898;17398.20948;
1.74;88.25;6062.108415;5274.034321;
3.37;35.91;4777.54782;8050.168076;
8.4;74.46;24692.32899;103707.7818;
7.79;84.77;26069.90074;101542.2634;
3.62;65.62;9377.877023;16973.95741;
4.42;26.06;4547.329427;10049.59803;
2.12;54.93;4597.324895;4873.164389;
3.68;13.14;1908.986779;3512.535673;
3.15;35.28;4387.315505;6910.021921;
1.15;41.98;1905.899567;1095.892251;
2.61;74.52;7678.441684;10020.3664;
2.19;64.87;5608.51324;6141.321998;
4.75;61.83;11594.51516;27536.97351;
1.73;48.35;3302.19198;2856.396062;
8.32;37.34;12264.71262;51021.20451;
3.57;65.17;9184.926257;16395.09337;
1.79;33.75;2384.989904;2134.565964;
1.43;80.98;4571.656028;3268.73406;
4.79;42.29;7997.107524;19153.07252;
5.59;88.42;19512.91062;54538.58517;
1.93;79.78;6078.705142;5865.950462;
4.47;67.04;11830.45003;26441.05582;
1.74;23.57;1619.080967;1408.600441;
8.28;81.68;26699.6644;110536.6106;
6.75;27.75;7394.801098;24957.4537;
8.3;71.75;23510.38464;97568.09627;
2.1;16.46;1364.610983;1432.841532;
1.81;67.89;4851.143486;4390.284855;
8.7;55.62;19103.36941;83099.65693;
2.46;72.93;7082.73605;8711.765341;
2.44;31.81;3064.172652;3738.290636;
1.2;58.45;2769.016211;1661.409726;
4.94;25.03;4881.435276;12057.14513;
3.47;86.16;11803.0678;20478.32263;
5.93;24.29;5686.459428;16860.3522;
3.78;39.09;5833.338881;11025.01048;
7.06;17.11;4768.85862;16834.07093;
6.97;60.19;16562.15551;57719.11195;
1.36;84.76;4550.81932;3094.557137;
6.78;27.81;7443.7267;25234.23351;
4.91;64.66;12533.63171;30770.06584;
5.9;55.66;12964.47547;38245.20264;
6.62;69.65;18202.82722;60251.35811;
5.26;77.37;16066.38159;42254.58359;
7.73;26.57;8108.318226;31338.64994;
4.91;18.65;3615.097918;8875.065388;
5.53;76.77;16760.0924;46341.65549;
7.09;30.14;8436.245702;29906.49101;
6.37;39.65;9971.083674;31757.9015;
2.87;83.23;9430.213561;13532.35646;
8.19;56.1;18138.71427;74278.03495;
5.33;46.22;9725.610821;25918.75284;
5.13;52.87;10707.45881;27464.63184;
6.72;84.09;22308.65372;74957.07649;
6.11;68.54;16532.74804;50507.54525;
8.04;22.4;7109.905097;28581.81849;
7.88;42.03;13075.10979;51515.93257;
3.28;24.28;3143.998013;5156.156741;
2.44;12.27;1181.936449;1441.962468;
4.67;61.04;11253.59139;26277.1359;
7.55;51.01;15204.14532;57395.64858;
3.36;61.66;8179.043811;13740.7936;
1.23;66.18;3213.598463;1976.363055;
6.86;30.37;8224.862463;28211.27825;
4.84;83.62;15977.73676;38666.12295;
3.01;29.83;3544.700003;5334.773505;
8.62;37.42;12734.17417;54884.29069;
6.21;49.5;12135.46818;37680.6287;
4.76;55.1;10354.24146;24643.09466;
2.79;52.55;5788.108458;8074.411299;
1.35;35.67;1901.063461;1283.217836;
1.31;22.74;1176.038373;770.3051346;
1.99;22.71;1784.144179;1775.223458;
8.75;30.07;10387.26515;45444.28504;
7.25;12.94;3703.667748;13425.79558;
3.11;28.63;3515.130669;5466.02819;
8.62;73.1;24876.21946;107216.5059;
2.93;66.41;7681.761819;11253.78107;
8.61;71.72;24378.28607;104948.5215;
8.53;66.82;22501.69528;95969.73038;
1.81;69.48;4964.758424;4493.106374;
2.95;63.54;7399.953031;10914.93072;
6.38;60.69;15286.13015;48762.75518;
1.05;53.25;2207.337024;1158.851938;
1.31;67.57;3494.499248;2288.897007;
3.06;49.6;5991.87631;9167.570755;
4.85;88.44;16933.63558;41064.06627;
1.85;12.61;920.9722651;851.8993452;
1.92;84.46;6401.94653;6145.868668;
2.01;59.44;4716.660256;4740.243558;
4.07;68.4;10990.31772;22365.29656;
2.87;37.02;4194.479227;6019.07769;
6.96;44.65;12268.47097;42694.27897;
7.02;86.17;23881.02382;83822.39361;
2.83;62.18;6946.993459;9829.995744;
2.51;31.29;3100.552014;3891.192778;
6.91;44.24;12068.4891;41696.62983;
2.32;21.33;1953.613182;2266.191291;
5.58;62.26;13715.22864;38265.48791;
7.22;40.66;11589.48956;41838.05731;
2.12;69.46;5813.40228;6162.206417;
2.08;11.35;932.0064828;969.2867421;
5.48;34.47;7457.29938;20433.0003;
2.03;54.48;4366.091908;4431.583287;
3.14;69.68;8637.688275;13561.17059;
8.43;52.47;17462.17658;73603.07428;
7.89;45.06;14035.50125;55370.05244;
2.52;69.07;6871.471246;8658.05377;
8.61;19.54;6641.825291;28593.05788;
7.06;67.56;18830.16297;66470.47527;
1.78;58.51;4111.590341;3659.315403;
8.2;48.25;15619.63593;64040.50729;
6.45;16.48;4196.397878;13533.38316;
7.17;70.16;19859.50744;71196.33416;
7.43;29.73;8720.54163;32396.81216;
1.63;44.37;2855.201544;2326.989259;
4.66;31.76;5842.868971;13613.8847;
6.46;34.2;8722.045758;28172.2078;
8.29;66.28;21691.85871;89912.75436;
1.63;78.38;5043.738946;4110.647241;
3.95;52.81;8235.178173;16264.47689;
3.25;73.16;9386.783354;15253.52295;
8.38;81.54;26975.80804;113028.6357;
5.18;81.45;16656.37865;43140.0207;
6.39;67.96;17144.07133;54775.30791;
8.8;59.15;20549.30593;90416.9461;
6.16;59.78;14537.722;44776.18374;
5.09;25.85;5194.432014;13219.82948;
7.2;40.1;11398.20873;41033.55143;
1.21;67.01;3200.993004;1936.600767;
1.79;50.11;3541.091676;3169.27705;
2.56;40;4042.589963;5174.515152;
5.04;58.65;11669.66233;29407.54907;
7.62;31.15;9370.715638;35702.42658;
3.81;11.77;1770.358316;3372.532591;
8.95;86.17;30446.60444;136248.5549;
5.97;34.61;8157.097759;24348.93681;
5.09;46.97;9438.393489;24020.71143;
6.7;22.97;6075.688991;20353.55812;
5.79;66.62;15228.00213;44085.06616;
6.99;47.45;13094.0239;45763.61352;
6.28;66.06;16377.89;51426.57459;
1.16;74.02;3389.743266;1966.051095;
7.74;54.57;16674.5703;64530.58708;
4.07;73.06;11739.07328;23889.01413;
3.31;10.75;1404.740794;2324.846015;
6.58;44.87;11655.78961;38347.54783;
5.89;19.76;4594.750903;13531.54141;
3.35;10.89;1440.231892;2412.388419;
1.33;61.63;3235.962986;2151.915386;
1.33;18.05;947.7386322;630.2461904;
1.04;67.6;2775.490671;1443.255149;
4.17;31.7;5218.612545;10880.80716;
3.22;56.68;7205.190206;11600.35623;
8.34;77.72;25589.31022;106707.4236;
7.63;59.18;17826.21891;68007.02515;
7.01;88.65;24533.32966;85989.32046;
5.22;78.01;16076.09329;41958.60347;
8.61;78.94;26832.43032;115513.6125;
3.96;34.87;5451.385191;10793.74268;
7.15;83.49;23566.77956;84251.23694;
2.62;21.9;2265.192645;2967.402365;
7.85;13.59;4211.616808;16530.59597;
1.09;25.8;1110.21206;605.0655726;
7.24;69.78;19944.78082;72200.10656;
8.97;65.65;23248.0703;104267.5953;
3.13;78.43;9691.394876;15167.03298;
3.43;20.23;2739.363971;4698.009211;
8.86;76.26;26674.12976;118166.3948;
7.93;47.39;14836.09593;58825.12035;
2.63;16.2;1682.01746;2211.85296;
1.83;12.2;881.3951514;806.4765636;
4.84;69.49;13277.83936;32132.37125;
3.59;68.5;9708.335065;17426.46144;
8.09;42.98;13726.96952;55525.59172;
5.54;76.35;16698.5416;46254.96023;
5.74;20.97;4751.930275;13638.03989;
1.18;82.24;3831.111975;2260.356065;
2.31;31.29;2853.496077;3295.787968;
6.82;60.67;16334.96117;55702.21757;
3.13;46;5684.102567;8895.620517;
7.59;56.16;16827.84921;63861.68775;
6.26;62.08;15342.13423;48020.88015;
6.95;16.88;4631.45004;16094.28889;
8.3;43.04;14102.95408;58527.25942;
8.7;68.96;23685.1556;103030.4269;
7.04;77.3;21483.83903;75623.1134;
6.75;59.19;15772.91088;53233.57423;
8.85;24.07;8409.672779;37212.80205;
1.97;68.33;5314.193742;5234.480835;
8.96;46.71;16522.5705;74021.11585;
6.96;28.3;7775.984959;27060.42766;
5.71;82.12;18511.6353;52850.71879;
2.7;32.88;3504.736001;4731.393602;
8.01;75.6;23906.39265;95745.10257;
7.5;71.76;21247.28435;79677.31633;
8.85;65.65;22937.05932;101496.4875;
2.2;44.76;3887.518738;4276.270612;
1.05;37.09;1537.467234;807.1702981;
3.39;13.35;1786.655006;3028.380236;
8.85;62.58;21864.45046;96750.19327;
3.64;75.8;10892.56916;19824.47587;
1.91;13.35;1006.640431;961.3416119;
3.7;11.24;1641.828431;3037.382598;
1.4;24.02;1327.580227;929.306159;
5.8;34.32;7858.415895;22789.40609;
5.9;44.06;10262.57257;30274.58908;
8.34;13.08;4306.590037;17958.48045;
8.3;85.52;28022.41247;116293.0118;
2.41;10.24;974.264181;1173.988338;
8.21;62.37;20215.22772;82983.50978;
6.28;13.52;3351.938734;10525.08762;
4.79;29.3;5540.677476;13269.92255;
5.94;71.49;16764.53372;49790.66516;
1.69;18.47;1232.291171;1041.286039;
1.95;25.63;1973.072094;1923.745292;
6.36;19.83;4978.970654;15833.12668;
7.29;23.84;6861.096318;25008.69608;
1.86;62.41;4582.757359;4261.964344;
3.15;64.96;8078.231724;12723.21497;
3.91;32.09;4953.432066;9683.959689;
5.9;53.4;12438.07025;36692.30724;
2.42;29.56;2824.096499;3417.156764;
6.23;85.55;21041.06884;65542.92944;
6.3;60.1;14947.71326;47085.29676;
3.73;65.16;9595.103068;17894.86722;
7.79;79.76;24529.141;95541.0042;
8.45;50.07;16702.98292;70570.10284;
5.29;88.49;18480.32497;48880.45954;
3.59;55.08;7806.351758;14012.4014;
5.81;59.49;13645.19788;39639.29983;
2.85;44.77;5037.228955;7178.051261;
4.39;50.7;8786.829841;19287.0915;
8.94;67.15;23699.72313;105937.7624;
3.46;16.95;2315.290757;4005.45301;
5.81;37.09;8507.318697;24713.76081;
5.26;55.55;11535.31728;30337.88443;
5.11;13.29;2681.054349;6850.09386;
7.64;78.7;23737.1092;90675.75713;
1.82;85.01;6108.029711;5558.307037;
8.54;10.64;3587.230103;15317.47254;
1.45;11.63;665.7442953;482.6646141;
8.02;13.18;4173.010863;16733.77356;
3.45;68.4;9316.116986;16070.3018;
6.17;66.32;16154.3474;49836.16174;
6.68;36.22;9551.787348;31902.96974;
3.45;13.46;1833.259278;3162.372255;
2.54;18.62;1867.123865;2371.247308;
2.15;76.17;6465.202798;6950.093008;
3.41;88.23;11877.64648;20251.38724;
6.98;89.06;24541.31615;85649.19335;
5.08;61.15;12263.6546;31149.68269;
3.89;65.97;10131.0818;19704.95411;
8.85;72.16;25211.54914;111561.1049;
2.57;78.41;7955.442002;10222.74297;
1.53;10.53;636.0328382;486.5651212;
7.02;28.15;7801.448538;27383.08437;
6.45;12.3;3132.020261;10100.76534;
5.29;84.55;17657.4921;46704.06661;
1.06;41.31;1728.704637;916.2134577;
3.14;77.47;9603.354057;15077.26587;
6.22;57.46;14109.63383;43880.9612;
1.62;71.73;4587.49477;3715.870763;
2.58;77.97;7941.581129;10244.63966;
8.01;29.76;9410.77044;37690.13561;
6.93;76.5;20929.2857;72519.97495;
2.81;31.5;3494.432134;4909.677149;
8.29;66.22;21672.22215;89831.3608;
7.35;58.59;17000.84758;62478.11487;
6.96;43.95;12076.13212;42024.93977;
1.14;31.28;1407.768789;802.4282098;
8.34;66.37;21852.32269;91124.18561;
4.84;46.4;8865.905112;21455.49037;
5.06;17.68;3531.770822;8935.380179;
3.14;71.93;8916.603296;13999.06717;
6.73;88.53;23521.51361;79149.8933;
3.05;13.35;1607.462469;2451.380265;
7.05;83.33;23192.6426;81754.06516;
3.41;70.24;9455.807419;16122.15165;
6.44;26.74;6798.404591;21890.86278;
3.48;29.05;3991.031149;6944.3942;
7.53;10.46;3109.470189;11707.15526;
8.32;57.51;18889.75959;78581.39988;
7.84;79.63;24646.34453;96613.67055;
5.32;11.66;2448.893618;6514.057024;
7.87;81.33;25268.83627;99432.87072;
1.77;29.03;2028.52348;1795.243279;
3.98;20.8;3268.181323;6503.680833;
4.64;30.6;5605.303645;13004.30446;
6.81;25.48;6850.247649;23325.09324;
1.19;53.42;2509.635111;1493.232891;
4.53;56.3;10068.53615;22805.23437;
2.03;50.01;4007.860799;4067.978711;
1.53;51.99;3140.298885;2402.328647;
8.86;51.41;17982.12708;79660.82296;
2.71;44.91;4804.764241;6510.455546;
7.35;50.58;14676.61496;53936.55999;
5.37;49.82;10561.79529;28358.42035;
2.61;58.35;6012.306391;7846.059841;
8.5;79.2;26576.87073;112951.7006;
1.91;10.12;763.0862296;728.7473492;
7.84;47.88;14819.37682;58091.95712;
8.04;59.51;18888.85948;75933.2151;
5.73;75.55;17090.2662;48963.61266;
6.33;13.87;3466.090578;10970.17668;
8.77;83.57;28934.08362;126875.9567;
3.64;57.39;8247.025646;15009.58668;
3;55.8;6608.687107;9913.03066;
7.99;62;19556.81851;78129.48996;
6.32;54.27;13540.56033;42788.17065;
5.82;10.52;2417.121388;7033.823238;
3.67;76.68;11109.84258;20386.56113;
5.22;27.43;5652.701433;14753.55074;
8.53;82.89;27913.28228;119050.1489;
7.59;24.6;7371.173265;27973.60254;
5.35;75.87;16024.46736;42865.45018;
8.29;68.74;22496.95787;93249.89038;
8.51;72.05;24206.0141;102996.59;
4.45;85.91;15092.57931;33580.98897;
2.41;34.33;3266.258724;3935.841762;
7;34.66;9578.253679;33523.88788;
5.04;84.4;16793.17137;42318.79184;
6.16;18.3;4450.32306;13706.99502;
1.22;49.88;2402.403834;1465.466338;
4.94;33.02;6439.672106;15905.9901;
6.87;23.08;6259.682104;21502.00803;
5.5;49.67;10784.91151;29658.50666;
6.98;35.88;9887.069653;34505.87309;
8.69;35.49;12175.46376;52902.39006;
5.57;64.41;14163.42317;39445.13353;
8.17;65.78;21216.59383;86669.78581;
4.97;32.09;6296.306232;15646.32099;
1.08;81.86;3490.239526;1884.729344;
1.74;60.31;4142.841456;3604.272067;
1.17;85.02;3927.052426;2297.325669;
2.3;87.1;7908.711399;9095.018108;
4.99;27.67;5450.915397;13600.03392;
3.43;53.51;7245.841132;12426.61754;
8.94;67.8;23929.13222;106963.221;
5.51;37.51;8159.403298;22479.15609;
6.45;75.78;19296.30044;62230.5689;
7.12;17.7;4975.2281;17711.81204;
1.79;39.86;2816.761409;2521.001461;
7.48;37.35;11029.40135;41249.96106;
8.14;34.17;10980.67709;44691.35576;
3.54;74.07;10351.54903;18322.24178;
3.5;34.04;4703.458673;8231.052678;
4.71;10;1859.433469;4378.96582;
1.29;83.42;4248.34358;2740.181609;
7.9;40.07;12497.01153;49363.19554;
3.96;12.22;1910.408002;3782.607844;
6.67;56.15;14785.4767;49309.5648;
3.19;23.19;2920.459369;4658.132693;
1.78;61.51;4322.405091;3846.940531;
1.45;56.18;3215.951376;2331.564748;
4.96;15.93;3119.300314;7735.86478;
6.9;70.47;19196.10421;66226.55953;
7.38;17.23;5019.972939;18523.70014;
4.06;35.41;5675.598916;11521.4658;
7.26;38;10891.30585;39535.44023;
6.95;81.11;22254.55644;77334.58363;
7.76;59.15;18120.75159;70308.51618;
6.41;58.87;14897.44539;47746.31247;
5.67;57.63;12900.05064;36571.64357;
5.41;30.58;6531.222556;17666.95701;
2;53.61;4232.875936;4232.875936;
3.92;35.44;5484.53127;10749.68129;
4.88;46.81;9018.165473;22004.32375;
5.99;20.55;4859.576076;14554.43035;
4.52;55.32;9871.4362;22309.44581;
1.59;81.3;5103.256608;4057.089004;
2.47;89.33;8710.7194;10757.73846;
1.08;77.87;3320.119129;1792.86433;
5.71;52.99;11945.0993;34103.25851;
1.78;24.81;1743.437983;1551.659804;
8.34;40.37;13291.82261;55426.9003;
3.67;20.51;2971.607606;5452.899958;
1.42;55.18;3093.355098;2196.28212;
7.19;28.22;8010.241993;28796.81997;
3.82;35.55;5361.208589;10239.90841;
4.1;22.51;3643.502639;7469.18041;
8.83;89.24;31108.56671;137344.322;
7.33;49.47;14315.47035;52466.19882;
4.26;38.23;6429.447195;13694.72253;
3.82;58.83;8872.008475;16945.53619;
2.12;32.93;2756.051498;2921.414588;
1.47;27.62;1602.879025;1178.116083;
6.41;34.22;8659.598797;27754.01415;
1.02;38.08;1533.404905;782.0365017;
2.12;25.04;2095.703903;2221.446137;
7.5;60.57;17934.05816;67252.71809;
4.5;38.36;6814.764447;15333.22001;
4.41;14.08;2451.325489;5405.172702;
8.25;74.26;24186.25515;99768.30251;
2.94;76.51;8880.251569;13053.96981;
4.21;17.48;2905.248334;6115.547744;
4.74;33.64;6294.975809;14919.09267;
1.35;55.24;2944.063514;1987.242872;
6.77;24.61;6577.487314;22264.79456;
7.23;51.45;14685.31995;53087.43164;
8.36;52.6;17360.08144;72565.14043;
7.03;33.34;9252.959414;32524.15234;
6.44;82.3;20924.03507;67375.39293;
1.95;47.57;3662.077235;3570.525304;
5.53;24.66;5383.663913;14885.83072;
6.76;86.8;23164.67214;78296.59184;
4.99;73.05;14390.65305;35904.67935;
1.46;29.77;1715.897838;1252.605422;
2.69;64.35;6833.773305;9191.425095;
4.89;23.88;4610.021155;11271.50172;
2.55;24.44;2460.373942;3136.976776;
3.24;11.54;1476.082243;2391.253233;
7.38;74.1;21589.08849;79663.73654;
8.27;88.8;28992.00241;119881.93;
2.89;15.8;1802.663505;2604.848764;
4.6;70.42;12788.32277;29413.14237;
2.56;14.92;1507.886056;1930.094152;
2.13;66.19;5565.852862;5927.633298;
5.81;87.43;20053.78468;58256.24449;
6.86;27.43;7428.645945;25480.25559;
3.5;12.36;1707.836346;2988.713605;
7.85;12.79;3963.692345;15557.49245;
4.81;31.81;6040.438712;14527.2551;
4.72;26.36;4911.873136;11592.0206;
3.81;83.79;12603.08609;24008.879;
8.53;63.27;21306.22958;90871.06916;
7.29;21.42;6164.62597;22470.06166;
6.67;43.91;11562.4271;38560.69439;
2.29;23.42;2117.298597;2424.306894;
4.67;49.91;9201.617732;21485.7774;
1.06;10.91;456.5521082;241.9726174;
2.68;23.88;2526.555561;3385.584452;
5.84;88.76;20463.96938;59754.7906;
1.54;14.12;858.4502951;661.0067272;
4.9;59.52;11513.80154;28208.81377;
1.71;30.5;2058.99687;1760.442324;
7;65.05;17976.49746;62917.7411;
7.65;53.49;16154.50927;61790.99794;
2.12;69.62;5826.793359;6176.400961;
6.15;36.32;8818.215183;27116.01169;
7.73;54.23;16549.26976;63962.9276;
4.56;59.56;10722.08556;24446.35508;
5.89;89.8;20881.0036;61494.55559;
1.17;39.72;1834.656814;1073.274236;
2.24;51.89;4588.7186;5139.364833;
4.81;78.93;14988.11152;36046.40821;
6.2;86.62;21201.6473;65725.10664;
4.6;70.7;12839.17097;29530.09324;
4.16;83.15;13655.74256;28403.94453;
2.94;87.5;10155.82293;14929.05971;
5.51;43.92;9553.745478;26320.56879;
5.84;70.81;16325.52582;47670.5354;
7.24;48.21;13779.56267;49882.01687;
7.57;14.8;4423.003995;16741.07012;
5.53;27.82;6073.541365;16793.34187;
4.04;31.31;4993.719791;10087.31398;
6.6;35.51;9252.39882;30532.91611;
2.36;77.51;7221.53427;8521.410439;
1.32;44.34;2310.624408;1525.012109;
5.2;56.51;11600.81197;30162.11112;
6.12;42.97;10381.89214;31768.58995;
8.32;17.28;5675.796308;23611.31264;
6.01;30.9;7331.497455;22031.14985;
1.49;80.97;4762.885535;3548.349724;
3.77;22.65;3371.081818;6354.489228;
5.32;72.34;15193.22164;40413.96956;
6.69;86.76;22914.23685;76648.12227;
8.9;19.94;7006.076859;31177.04202;
5.08;60.18;12069.12075;30655.56671;
8.08;72.93;23263.62085;93985.02822;
2.24;59.26;5240.459901;5869.315089;
5.79;23.9;5463.062907;15815.56711;
3.61;54.89;7822.762936;14120.0871;
3.97;48.26;7563.756881;15014.05741;
8.78;87.32;30266.90263;132871.7026;
8.86;72.89;25495.37527;112944.5125;
7.26;44.33;12705.56811;46121.21225;
6.41;24.98;6321.355288;20259.9437;
7.68;55.03;16684.77942;64069.55299;
7.22;34.85;9933.441002;35859.72202;
6.17;26.29;6403.766485;19755.61961;
2.05;15.24;1233.384723;1264.219341;
8.01;76.55;24206.80367;96948.2487;
3.81;84.23;12669.26771;24134.95498;
2.6;19.67;2019.005233;2624.706803;
5.95;39.63;9308.951653;27694.13117;
5.48;72.3;15641.50697;42857.72909;
